iter,score_soxR,score_cpxR
13140,-12190.0,-4119.0
13141,-13134.0,-3761.0
13142,-15183.0,-4526.0
13143,-14698.0,-4237.0
13144,-14357.0,-5603.0
13145,-16565.0,-4108.0
13146,-12939.0,-3568.0
13147,-15545.0,-850.0
13148,-12522.0,-5661.0
13149,-14406.0,-3614.0
13150,-13782.0,-3409.0
13151,-15342.0,-3082.0
13152,-18772.0,-5589.0
13153,-12465.0,-3814.0
13154,-16466.0,259.0
13155,-13827.0,-1820.0
13156,-19019.0,-5166.0
13157,-14992.0,-3370.0
13158,-15467.0,-4371.0
13159,-16476.0,-4731.0
13160,-12349.0,-3414.0
13161,-12637.0,-4901.0
13162,-9470.0,-3664.0
13163,-13852.0,-4317.0
13164,-13413.0,-5282.0
13165,-11512.0,-4335.0
13166,-16323.0,-4220.0
13167,-16292.0,-4951.0
13168,-12804.0,-5888.0
13169,-15282.0,-6069.0
13170,-15564.0,-6094.0
13171,-16693.0,-4380.0
13172,-16102.0,-4299.0
13173,-14804.0,-4958.0
13174,-16076.0,-4675.0
13175,-14952.0,-5162.0
13176,-12090.0,-4790.0
13177,-13207.0,-2482.0
13178,-13305.0,-3463.0
13179,-11936.0,-5382.0
13180,-16423.0,-5822.0
13181,-12139.0,-3763.0
13182,-11041.0,-3187.0
13183,-12076.0,-3859.0
13184,-16036.0,-3787.0
13185,-15353.0,-3065.0
13186,-15555.0,-4464.0
13187,-15795.0,-2927.0
13188,-17499.0,-3409.0
13189,-13551.0,-3900.0
13190,-14049.0,-6211.0
13191,-15440.0,-3341.0
13192,-11477.0,-2997.0
13193,-14747.0,-4335.0
13194,-15739.0,-3611.0
13195,-13884.0,-6691.0
13196,-15268.0,-4875.0
13197,-15905.0,-5917.0
13198,-14232.0,-4144.0
13199,-14917.0,-4592.0
13200,-16274.0,-5203.0
13201,-14997.0,-4923.0
13202,-16541.0,-3861.0
13203,-17788.0,-3712.0
13204,-7751.0,-4847.0
13205,-15729.0,-3746.0
13206,-17248.0,-3616.0
13207,-14687.0,-5120.0
13208,-17551.0,-1292.0
13209,-14492.0,-4612.0
13210,-15348.0,-2647.0
13211,-16629.0,-5178.0
13212,-14545.0,-4176.0
13213,-16789.0,-4918.0
13214,-12273.0,-2415.0
13215,-14117.0,-5353.0
13216,-16439.0,-4710.0
13217,-15041.0,-3332.0
13218,-15810.0,-1180.0
13219,-15142.0,-4517.0
13220,-15516.0,-4653.0
13221,-13391.0,-5740.0
13222,-17177.0,-5431.0
13223,-9536.0,-4055.0
13224,-15585.0,-3353.0
13225,-13781.0,-4018.0
13226,-15274.0,-3244.0
13227,-15313.0,-4992.0
13228,-15861.0,-4600.0
13229,-15267.0,-4458.0
13230,-15274.0,-2735.0
13231,-14647.0,-5622.0
13232,-15379.0,-4959.0
13233,-15681.0,-4404.0
13234,-14327.0,-4378.0
13235,-15574.0,-1720.0
13236,-10869.0,-3461.0
13237,-16289.0,-3905.0
13238,-14311.0,-4304.0
13239,-14147.0,-1790.0
13240,-15600.0,-4207.0
13241,-14647.0,-4178.0
13242,-12090.0,-2426.0
13243,-13377.0,-1077.0
13244,-13180.0,-3033.0
13245,-11884.0,-5121.0
13246,-18629.0,-3250.0
13247,-13528.0,-5167.0
13248,-11103.0,-4324.0
13249,-12990.0,-4487.0
13250,-14994.0,-2867.0
13251,-14431.0,-3495.0
13252,-15101.0,-6045.0
13253,-9105.0,-3683.0
13254,-16455.0,-4134.0
13255,-16311.0,-3710.0
13256,-16225.0,-2259.0
13257,-10566.0,-3360.0
13258,-15744.0,-3202.0
13259,-14638.0,-4326.0
13260,-9602.0,-3372.0
13261,-12661.0,-5623.0
13262,-11451.0,-3480.0
13263,-17769.0,-5093.0
13264,-16614.0,-3638.0
13265,-11579.0,-2572.0
13266,-12920.0,-4869.0
13267,-12507.0,-3293.0
13268,-13068.0,-4101.0
13269,-12334.0,-4539.0
13270,-14433.0,-4732.0
13271,-12969.0,-4241.0
13272,-18698.0,-4732.0
13273,-17371.0,-6342.0
13274,-16754.0,-3329.0
13275,-16730.0,-4172.0
13276,-16234.0,-2056.0
13277,-15377.0,-2333.0
13278,-15183.0,-6467.0
13279,-17703.0,-3506.0
13280,-11322.0,-3414.0
13281,-13201.0,-5961.0
13282,-12067.0,-5657.0
13283,-15071.0,-4764.0
13284,-18700.0,-5098.0
13285,-15152.0,-4180.0
13286,-15274.0,-4543.0
13287,-16041.0,-3196.0
13288,-17921.0,-5996.0
13289,-14399.0,-6214.0
13290,-9801.0,-3431.0
13291,-14506.0,-4809.0
13292,-14611.0,-4007.0
13293,-11307.0,-3936.0
13294,-13153.0,-3255.0
13295,-12413.0,-3899.0
13296,-15727.0,-3890.0
13297,-12727.0,-3334.0
13298,-16548.0,-5404.0
13299,-11712.0,-4214.0
13300,-15017.0,-3392.0
13301,-15413.0,-2274.0
13302,-15498.0,-3767.0
13303,-18166.0,-4180.0
13304,-15476.0,-5431.0
13305,-12110.0,-3593.0
13306,-11507.0,-4755.0
13307,-15252.0,-3411.0
13308,-18253.0,-5554.0
13309,-15984.0,-5319.0
13310,-17205.0,-4710.0
13311,-16308.0,-4820.0
13312,-11946.0,-2620.0
13313,-14197.0,-3196.0
13314,-7193.0,-4269.0
13315,-17055.0,-3315.0
13316,-14936.0,-5135.0
13317,-15208.0,-5809.0
13318,-14621.0,-2704.0
13319,-12845.0,-5782.0
13320,-14240.0,-4631.0
13321,-16607.0,-3819.0
13322,-15414.0,-3949.0
13323,-12997.0,-2669.0
13324,-13233.0,-3581.0
13325,-15105.0,-5337.0
13326,-17016.0,-3153.0
13327,-15291.0,-3792.0
13328,-12203.0,-3740.0
13329,-17048.0,-3391.0
13330,-12695.0,-6028.0
13331,-12310.0,-4499.0
13332,-12987.0,-4917.0
13333,-12228.0,-4795.0
13334,-18002.0,-5550.0
13335,-8568.0,-3111.0
13336,-16358.0,-3506.0
13337,-13918.0,-5442.0
13338,-17697.0,-3402.0
13339,-15399.0,-4926.0
13340,-16588.0,-2714.0
13341,-11460.0,-5576.0
13342,-15041.0,-3960.0
13343,-14785.0,-5577.0
13344,-16360.0,-5423.0
13345,-15418.0,-5404.0
13346,-11995.0,-5677.0
13347,-13974.0,-5579.0
13348,-15381.0,-3685.0
13349,-14185.0,-5886.0
13350,-15355.0,-3509.0
13351,-12377.0,-2065.0
13352,-17908.0,-4707.0
13353,-15575.0,-5060.0
13354,-16555.0,-2502.0
13355,-15034.0,-5600.0
13356,-15283.0,-4114.0
13357,-13266.0,-5113.0
13358,-16594.0,-4678.0
13359,-16657.0,-4649.0
13360,-16181.0,-3534.0
13361,-14400.0,-3778.0
13362,-15219.0,-4866.0
13363,-13203.0,-4354.0
13364,-12564.0,-2916.0
13365,-10731.0,-6858.0
13366,-15384.0,-5434.0
13367,-15581.0,-4778.0
13368,-15736.0,-5129.0
13369,-11001.0,-4109.0
13370,-13161.0,-3252.0
13371,-14498.0,-4727.0
13372,-12958.0,-2829.0
13373,-16612.0,-5697.0
13374,-13854.0,-3975.0
13375,-14035.0,-4931.0
13376,-15570.0,-1249.0
13377,-13916.0,-4908.0
13378,-14973.0,-3963.0
13379,-13070.0,-5539.0
13380,-14275.0,-4874.0
13381,-16074.0,-5503.0
13382,-13024.0,-223.0
13383,-11918.0,-5575.0
13384,-15505.0,-5125.0
13385,-14224.0,-4209.0
13386,-14050.0,-3479.0
13387,-19662.0,-3296.0
13388,-15351.0,-4195.0
13389,-14951.0,-3991.0
13390,-16601.0,-5881.0
13391,-14347.0,-4724.0
13392,-15183.0,-6500.0
13393,-14188.0,-4141.0
13394,-12826.0,-4924.0
13395,-11659.0,-4578.0
13396,-14090.0,-3519.0
13397,-18505.0,-5325.0
13398,-13401.0,-4532.0
13399,-15199.0,-4415.0
13400,-12661.0,-3673.0
13401,-12251.0,-4669.0
13402,-13931.0,-5178.0
13403,-15423.0,-5583.0
13404,-13300.0,-3099.0
13405,-14464.0,-3363.0
13406,-14495.0,-3203.0
13407,-14098.0,-5954.0
13408,-19200.0,-4209.0
13409,-14458.0,-6081.0
13410,-9305.0,-2036.0
13411,-17647.0,-3917.0
13412,-15154.0,-5002.0
13413,-16240.0,-4861.0
13414,-15323.0,-3415.0
13415,-13315.0,-2810.0
13416,-10444.0,-5610.0
13417,-14507.0,-4776.0
13418,-13241.0,-5751.0
13419,-15713.0,-5780.0
13420,-16131.0,-3434.0
13421,-13537.0,-6655.0
13422,-16285.0,-4523.0
13423,-16713.0,-4316.0
13424,-13024.0,-4075.0
13425,-13879.0,-3465.0
13426,-15620.0,-3798.0
13427,-17487.0,-5123.0
13428,-14073.0,-4257.0
13429,-13630.0,-3948.0
13430,-16340.0,-5073.0
13431,-17479.0,-3755.0
13432,-16763.0,-3138.0
13433,-16921.0,-5074.0
13434,-12101.0,-4617.0
13435,-12901.0,-4091.0
13436,-18700.0,-3275.0
13437,-13694.0,-3910.0
13438,-16894.0,-3628.0
13439,-15435.0,-2717.0
13440,-15316.0,-3230.0
13441,-10577.0,-4783.0
13442,-12915.0,-4399.0
13443,-15861.0,-5204.0
13444,-16662.0,-5158.0
13445,-15009.0,-4803.0
13446,-17737.0,-3987.0
13447,-10810.0,-5208.0
13448,-14673.0,-6215.0
13449,-15229.0,-4526.0
13450,-14166.0,-6405.0
13451,-13290.0,-3944.0
13452,-15308.0,-4107.0
13453,-11485.0,-955.0
13454,-14973.0,-2961.0
13455,-13166.0,-2795.0
13456,-16627.0,-4808.0
13457,-13289.0,-2993.0
13458,-11308.0,-3379.0
13459,-17582.0,-3989.0
13460,-16665.0,-5246.0
13461,-10502.0,-2990.0
13462,-15357.0,-4569.0
13463,-12217.0,-3484.0
13464,-11602.0,-5660.0
13465,-10634.0,-2359.0
13466,-12535.0,-3730.0
13467,-16690.0,-4029.0
13468,-19598.0,-2858.0
13469,-11031.0,-3181.0
13470,-15169.0,-4267.0
13471,-15722.0,-4923.0
13472,-16446.0,-4653.0
13473,-14747.0,-4015.0
13474,-17762.0,-4999.0
13475,-15240.0,-4102.0
13476,-12046.0,-5033.0
13477,-12793.0,-6424.0
13478,-14941.0,-5912.0
13479,-16383.0,-6386.0
13480,-13782.0,-4920.0
13481,-11710.0,-4231.0
13482,-14208.0,-5576.0
13483,-12914.0,-3736.0
13484,-10820.0,-1900.0
13485,-16114.0,-4311.0
13486,-13756.0,-3474.0
13487,-12271.0,-4227.0
13488,-15190.0,-5289.0
13489,-16704.0,-5873.0
13490,-14580.0,-5719.0
13491,-8036.0,-4639.0
13492,-15599.0,-4424.0
13493,-10421.0,-5368.0
13494,-21120.0,-6565.0
13495,-14492.0,-4230.0
13496,-14505.0,-4561.0
13497,-17605.0,-5331.0
13498,-10968.0,-3993.0
13499,-12729.0,-3411.0
13500,-12347.0,-1889.0
13501,-15282.0,-3622.0
13502,-15722.0,-5534.0
13503,-15259.0,-3216.0
13504,-14447.0,-1906.0
13505,-14265.0,-4240.0
13506,-15218.0,-5673.0
13507,-12860.0,-5156.0
13508,-12958.0,-5104.0
13509,-15355.0,-6096.0
13510,-15372.0,-4542.0
13511,-15080.0,-5259.0
13512,-15405.0,-2964.0
13513,-15447.0,-5836.0
13514,-12967.0,-3505.0
13515,-16704.0,-4435.0
13516,-18590.0,-5297.0
13517,-13265.0,-4667.0
13518,-14881.0,-5398.0
13519,-14149.0,-4422.0
13520,-12117.0,-4705.0
13521,-10653.0,-3678.0
13522,-11824.0,-3582.0
13523,-15553.0,-5324.0
13524,-15803.0,-5232.0
13525,-14300.0,-4075.0
13526,-10785.0,-3258.0
13527,-15483.0,-4255.0
13528,-13007.0,-4172.0
13529,-15218.0,-3867.0
13530,-15085.0,-5279.0
13531,-14655.0,-649.0
13532,-13933.0,-4129.0
13533,-14366.0,-5469.0
13534,-11940.0,-5366.0
13535,-14017.0,-3237.0
13536,-14415.0,-5113.0
13537,-17058.0,-4691.0
13538,-13884.0,-6568.0
13539,-16330.0,-6594.0
13540,-13048.0,-4445.0
13541,-12612.0,-6244.0
13542,-16531.0,-3234.0
13543,-11283.0,-4911.0
13544,-17995.0,-5560.0
13545,-17482.0,-1045.0
13546,-15854.0,-2623.0
13547,-18657.0,-5665.0
13548,-12836.0,-4150.0
13549,-14017.0,-5887.0
13550,-16166.0,-2515.0
13551,-17532.0,-7511.0
13552,-13325.0,-3753.0
13553,-14200.0,-6063.0
13554,-15470.0,-3847.0
13555,-16570.0,-4397.0
13556,-14894.0,-4789.0
13557,-18261.0,-2928.0
13558,-15121.0,-6061.0
13559,-14828.0,-4558.0
13560,-14093.0,-4226.0
13561,-14076.0,-4427.0
13562,-14425.0,-3891.0
13563,-14924.0,-3851.0
13564,-15257.0,-4163.0
13565,-13280.0,-5681.0
13566,-17487.0,-5773.0
13567,-13406.0,-3494.0
13568,-16806.0,-5538.0
13569,-13017.0,-5985.0
13570,-16753.0,-5293.0
13571,-9558.0,-3326.0
13572,-10307.0,-4068.0
13573,-16779.0,-4832.0
13574,-15546.0,-4457.0
13575,-14367.0,-6268.0
13576,-12710.0,-3632.0
13577,-11216.0,-3867.0
13578,-15381.0,-4187.0
13579,-12107.0,-4686.0
13580,-15014.0,-4390.0
13581,-17216.0,-4243.0
13582,-11340.0,-4125.0
13583,-12190.0,-1424.0
13584,-12266.0,-4084.0
13585,-16861.0,-6199.0
13586,-12798.0,-2537.0
13587,-13107.0,-3078.0
13588,-14746.0,-6835.0
13589,-15827.0,-5921.0
13590,-14397.0,-4179.0
13591,-14325.0,-3514.0
13592,-16762.0,-4596.0
13593,-18673.0,-6134.0
13594,-14123.0,-4615.0
13595,-14713.0,-4840.0
13596,-17308.0,-3150.0
13597,-13455.0,-4993.0
13598,-14195.0,-2671.0
13599,-15289.0,-1708.0
13600,-11040.0,-2954.0
13601,-15547.0,-4704.0
13602,-14310.0,-4124.0
13603,-8900.0,-3888.0
13604,-13250.0,-5303.0
13605,-12184.0,-4448.0
13606,-16862.0,-5853.0
13607,-13411.0,-5233.0
13608,-16585.0,-4585.0
13609,-14697.0,-3632.0
13610,-11759.0,-4135.0
13611,-14099.0,-3343.0
13612,-14157.0,-4190.0
13613,-16113.0,-4208.0
13614,-15214.0,-4248.0
13615,-15491.0,-4923.0
13616,-15679.0,-4539.0
13617,-16880.0,-3362.0
13618,-14955.0,-5668.0
13619,-15367.0,-5087.0
13620,-16015.0,-7041.0
13621,-14198.0,-4561.0
13622,-18053.0,-5748.0
13623,-10708.0,-4102.0
13624,-14829.0,-4133.0
13625,-15083.0,-4847.0
13626,-12972.0,-3406.0
13627,-13562.0,-4400.0
13628,-15249.0,-4377.0
13629,-16690.0,-5457.0
13630,-16102.0,-3724.0
13631,-16426.0,-4282.0
13632,-13997.0,-4008.0
13633,-15652.0,-2590.0
13634,-13975.0,-3228.0
13635,-12627.0,-3206.0
13636,-14892.0,-5078.0
13637,-16407.0,-2903.0
13638,-15150.0,-4400.0
13639,-14415.0,-3902.0
13640,-14479.0,-3823.0
13641,-17995.0,-5975.0
13642,-15556.0,-5569.0
13643,-17431.0,-4381.0
13644,-15134.0,-3096.0
13645,-14455.0,-3372.0
13646,-15560.0,-3840.0
13647,-10942.0,-4340.0
13648,-11297.0,-5453.0
13649,-13449.0,-5636.0
13650,-20163.0,-5962.0
13651,-16330.0,-5952.0
13652,-16240.0,-5782.0
13653,-13299.0,-3074.0
13654,-13845.0,-6946.0
13655,-14016.0,-3385.0
13656,-16301.0,-2245.0
13657,-16855.0,-5156.0
13658,-15085.0,-4076.0
13659,-15678.0,-4163.0
13660,-14514.0,-4622.0
13661,-17276.0,-7081.0
13662,-15250.0,-5257.0
13663,-17728.0,-3038.0
13664,-15929.0,-4499.0
13665,-13581.0,-4033.0
13666,-12721.0,-4804.0
13667,-11346.0,-507.0
13668,-15120.0,-4226.0
13669,-12665.0,-4141.0
13670,-17835.0,-3723.0
13671,-14565.0,-5167.0
13672,-17187.0,-4281.0
13673,-15550.0,-5662.0
13674,-15550.0,-4447.0
13675,-13191.0,-6089.0
13676,-11700.0,-3486.0
13677,-15464.0,-3891.0
13678,-13999.0,-6120.0
13679,-13583.0,-4147.0
13680,-16053.0,-4819.0
13681,-15605.0,-4468.0
13682,-15864.0,-2557.0
13683,-15430.0,-5474.0
13684,-19201.0,-5110.0
13685,-16345.0,-3654.0
13686,-10894.0,-3740.0
13687,-14222.0,-4537.0
13688,-14524.0,-4587.0
13689,-16053.0,-4923.0
13690,-17749.0,-2741.0
13691,-16870.0,-2417.0
13692,-15374.0,-5143.0
13693,-14176.0,-4692.0
13694,-15629.0,-5159.0
13695,-16555.0,-2686.0
13696,-12944.0,-3047.0
13697,-15712.0,-4646.0
13698,-10676.0,-4657.0
13699,-14308.0,-4285.0
13700,-12810.0,-5562.0
13701,-15758.0,-5345.0
13702,-15307.0,-1970.0
13703,-17615.0,-3384.0
13704,-14992.0,-3348.0
13705,-15806.0,-5802.0
13706,-16911.0,-4074.0
13707,-16773.0,-4521.0
13708,-9446.0,-7151.0
13709,-13404.0,-2742.0
13710,-14332.0,-4379.0
13711,-9807.0,-3985.0
13712,-15615.0,-5108.0
13713,-16215.0,-4297.0
13714,-13116.0,-4966.0
13715,-15029.0,-4696.0
13716,-15563.0,-4980.0
13717,-15408.0,-4729.0
13718,-13285.0,-4391.0
13719,-11600.0,-2910.0
13720,-15910.0,-3960.0
13721,-13472.0,-3132.0
13722,-15423.0,-5027.0
13723,-17849.0,-3981.0
13724,-17654.0,-5268.0
13725,-11908.0,-3901.0
13726,-14707.0,-5326.0
13727,-15663.0,-3921.0
13728,-14406.0,-3314.0
13729,-14188.0,-4908.0
13730,-12818.0,-5754.0
13731,-17184.0,-3813.0
13732,-13960.0,-3727.0
13733,-11845.0,-4694.0
13734,-13878.0,-6026.0
13735,-17997.0,-5796.0
13736,-13931.0,-4559.0
13737,-14175.0,-3622.0
13738,-12973.0,-5358.0
13739,-17477.0,-4583.0
13740,-13421.0,-4618.0
13741,-14902.0,-6821.0
13742,-15737.0,-3177.0
13743,-15396.0,-3235.0
13744,-15184.0,-4226.0
13745,-11516.0,-3839.0
13746,-14889.0,-4294.0
13747,-14230.0,-3894.0
13748,-12629.0,-1838.0
13749,-13127.0,-5327.0
13750,-15347.0,-1859.0
13751,-10688.0,-6731.0
13752,-16441.0,-4660.0
13753,-15656.0,-4676.0
13754,-15242.0,-4638.0
13755,-18426.0,-2292.0
13756,-15389.0,-6001.0
13757,-15706.0,-4092.0
13758,-15468.0,-6306.0
13759,-14774.0,-4400.0
13760,-14688.0,-5272.0
13761,-14455.0,-3943.0
13762,-14472.0,-3662.0
13763,-11652.0,-3827.0
13764,-11984.0,-4828.0
13765,-13951.0,-5641.0
13766,-15555.0,-5156.0
13767,-10867.0,-5000.0
13768,-16713.0,-5207.0
13769,-8953.0,-2779.0
13770,-12538.0,-4165.0
13771,-10268.0,-3187.0
13772,-13186.0,-5954.0
13773,-14323.0,-4633.0
13774,-13097.0,-3136.0
13775,-16113.0,-5677.0
13776,-10819.0,-4694.0
13777,-16324.0,-4398.0
13778,-16087.0,-4435.0
13779,-13419.0,-6446.0
13780,-15265.0,-4305.0
13781,-10585.0,-5286.0
13782,-12075.0,-2558.0
13783,-14492.0,-3486.0
13784,-16690.0,-3632.0
13785,-16506.0,-4378.0
13786,-15247.0,-4545.0
13787,-15060.0,-5248.0
13788,-17695.0,-5534.0
13789,-17497.0,-4433.0
13790,-17951.0,-5749.0
13791,-18548.0,-6433.0
13792,-14597.0,-4501.0
13793,-16509.0,-5983.0
13794,-17863.0,-3894.0
13795,-11994.0,-6102.0
13796,-15024.0,-5758.0
13797,-13039.0,-3808.0
13798,-15109.0,-2837.0
13799,-10504.0,-5555.0
13800,-13323.0,-5555.0
13801,-16921.0,-4011.0
13802,-14740.0,-5492.0
13803,-14174.0,-5162.0
13804,-16664.0,-4149.0
13805,-16085.0,-3583.0
13806,-15367.0,-4168.0
13807,-14504.0,-3983.0
13808,-17572.0,-5555.0
13809,-16923.0,-3843.0
13810,-16543.0,-5208.0
13811,-15615.0,-5364.0
13812,-17237.0,-2992.0
13813,-17813.0,-4911.0
13814,-15944.0,-4411.0
13815,-14259.0,-3269.0
13816,-13967.0,-4103.0
13817,-9419.0,-4558.0
13818,-12222.0,-4608.0
13819,-10227.0,-6025.0
13820,-9776.0,-3591.0
13821,-16540.0,-3563.0
13822,-13320.0,-5682.0
13823,-11726.0,-3323.0
13824,-15467.0,-5231.0
13825,-15122.0,-4735.0
13826,-13835.0,-7102.0
13827,-13168.0,-3893.0
13828,-14355.0,-3565.0
13829,-13002.0,-3892.0
13830,-15034.0,-5201.0
13831,-13330.0,-3690.0
13832,-15715.0,-5997.0
13833,-11519.0,-3844.0
13834,-9394.0,-3786.0
13835,-15554.0,-6511.0
13836,-15563.0,-5628.0
13837,-15176.0,-4684.0
13838,-15225.0,-5241.0
13839,-15126.0,-4905.0
13840,-14219.0,-5097.0
13841,-15918.0,-4298.0
13842,-13388.0,-2030.0
13843,-16817.0,-4522.0
13844,-13523.0,-4689.0
13845,-15487.0,-5643.0
13846,-10528.0,-3231.0
13847,-15117.0,-5324.0
13848,-13274.0,-4624.0
13849,-14615.0,-5638.0
13850,-15448.0,-3871.0
13851,-15028.0,-5591.0
13852,-15682.0,-4311.0
13853,-11257.0,-3667.0
13854,-15298.0,-6826.0
13855,-13639.0,-3438.0
13856,-14648.0,-3913.0
13857,-14399.0,-4551.0
13858,-12959.0,-6128.0
13859,-12207.0,-4994.0
13860,-12033.0,-6164.0
13861,-14609.0,-4821.0
13862,-17796.0,-6113.0
13863,-12874.0,-2618.0
13864,-11561.0,-5233.0
13865,-14433.0,-3468.0
13866,-14550.0,-4697.0
13867,-15381.0,-5378.0
13868,-14225.0,-4635.0
13869,-12985.0,-3541.0
13870,-15121.0,-4736.0
13871,-13747.0,-4093.0
13872,-13388.0,-4077.0
13873,-15087.0,-4691.0
13874,-14587.0,-4634.0
13875,-16928.0,-4697.0
13876,-13133.0,-3277.0
13877,-14870.0,-5116.0
13878,-17248.0,-5568.0
13879,-16821.0,-4500.0
13880,-15049.0,-4465.0
13881,-14166.0,-2603.0
13882,-12987.0,-4655.0
13883,-15362.0,-5407.0
13884,-15712.0,-3903.0
13885,-16159.0,-3377.0
13886,-12735.0,-4860.0
13887,-13680.0,-2492.0
13888,-16904.0,-4158.0
13889,-15292.0,-3110.0
13890,-14073.0,-4555.0
13891,-15356.0,-5105.0
13892,-16521.0,-3605.0
13893,-14639.0,-4656.0
13894,-16313.0,-3532.0
13895,-15679.0,-4617.0
13896,-18409.0,-3227.0
13897,-14663.0,-4026.0
13898,-15283.0,-3586.0
13899,-15528.0,-4535.0
13900,-15507.0,-4821.0
13901,-15666.0,-4586.0
13902,-13067.0,-4645.0
13903,-11809.0,-5817.0
13904,-14317.0,-4981.0
13905,-14234.0,-3947.0
13906,-15026.0,-3651.0
13907,-10474.0,-4066.0
13908,-16061.0,-4185.0
13909,-14268.0,-5847.0
13910,-14348.0,-5116.0
13911,-12901.0,-3018.0
13912,-13513.0,-1420.0
13913,-13045.0,-5782.0
13914,-17291.0,-1735.0
13915,-14066.0,-2809.0
13916,-12968.0,-5150.0
13917,-14802.0,-4443.0
13918,-13266.0,-5327.0
13919,-15540.0,-5581.0
13920,-17720.0,-2106.0
13921,-12092.0,-4723.0
13922,-14198.0,-1929.0
13923,-15039.0,-5565.0
13924,-15663.0,-3854.0
13925,-14943.0,-4958.0
13926,-15737.0,-3701.0
13927,-14440.0,-4251.0
13928,-12398.0,-4353.0
13929,-16456.0,-5725.0
13930,-11909.0,-2582.0
13931,-15235.0,-2608.0
13932,-14697.0,-3804.0
13933,-16266.0,-6271.0
13934,-18146.0,-4471.0
13935,-10882.0,-4023.0
13936,-13298.0,-3802.0
13937,-13438.0,-2219.0
13938,-14858.0,-3415.0
13939,-15698.0,-2688.0
13940,-15090.0,-4561.0
13941,-14156.0,-4869.0
13942,-17636.0,-5143.0
13943,-8720.0,-4251.0
13944,-12964.0,-5114.0
13945,-16580.0,-5235.0
13946,-13660.0,-4199.0
13947,-14538.0,-4505.0
13948,-16482.0,-3976.0
13949,-13298.0,-2933.0
13950,-14765.0,-3480.0
13951,-10975.0,-3928.0
13952,-15148.0,-4980.0
13953,-14221.0,-3451.0
13954,-12520.0,-5124.0
13955,-16678.0,-1998.0
13956,-13831.0,-7047.0
13957,-14380.0,-2216.0
13958,-13521.0,-5898.0
13959,-16117.0,-5393.0
13960,-14479.0,-5373.0
13961,-12651.0,-5002.0
13962,-13585.0,-4763.0
13963,-17056.0,-5724.0
13964,-14157.0,-4484.0
13965,-17097.0,-3699.0
13966,-14027.0,-1818.0
13967,-15431.0,-3598.0
13968,-12587.0,-4151.0
13969,-15584.0,-4294.0
13970,-13363.0,-3561.0
13971,-12239.0,-3660.0
13972,-11791.0,-4687.0
13973,-16904.0,-3952.0
13974,-15686.0,-3475.0
13975,-14887.0,-3754.0
13976,-12974.0,-3988.0
13977,-13178.0,-5619.0
13978,-18722.0,-2938.0
13979,-15240.0,-5030.0
13980,-16607.0,-3855.0
13981,-14349.0,-3665.0
13982,-13718.0,-2175.0
13983,-15977.0,-2592.0
13984,-16407.0,-3659.0
13985,-13867.0,-3741.0
13986,-17491.0,-4744.0
13987,-17523.0,-4889.0
13988,-13115.0,-696.0
13989,-17472.0,-5207.0
13990,-15321.0,-5173.0
13991,-13210.0,-5079.0
13992,-11657.0,-4577.0
13993,-15847.0,-2696.0
13994,-14381.0,-2480.0
13995,-12077.0,-4516.0
13996,-9164.0,-6016.0
13997,-13169.0,-5225.0
13998,-12686.0,-4635.0
13999,-11774.0,-5716.0
14000,-13374.0,-4939.0
14001,-11942.0,-3537.0
14002,-14156.0,-3926.0
14003,-11310.0,-3737.0
14004,-15333.0,-4069.0
14005,-15467.0,-3141.0
14006,-15481.0,-5414.0
14007,-15539.0,-5161.0
14008,-13961.0,-5408.0
14009,-13387.0,-5042.0
14010,-13892.0,-5242.0
14011,-16962.0,-5264.0
14012,-15905.0,-4870.0
14013,-14116.0,-2774.0
14014,-16239.0,-2818.0
14015,-12626.0,-4521.0
14016,-15066.0,-5401.0
14017,-17654.0,-4099.0
14018,-14010.0,-3361.0
14019,-16183.0,-2870.0
14020,-14746.0,-4425.0
14021,-15185.0,-4952.0
14022,-15225.0,-4479.0
14023,-15969.0,-3978.0
14024,-16654.0,-2512.0
14025,-13449.0,-3828.0
14026,-13894.0,-5553.0
14027,-14023.0,-3073.0
14028,-12690.0,-5566.0
14029,-13095.0,-2132.0
14030,-13134.0,-4764.0
14031,-15267.0,-4779.0
14032,-14433.0,-5477.0
14033,-16068.0,-4424.0
14034,-17704.0,-4113.0
14035,-14381.0,-2508.0
14036,-17886.0,-5645.0
14037,-14357.0,-6133.0
14038,-15886.0,-4917.0
14039,-14420.0,-2147.0
14040,-12959.0,-3510.0
14041,-17475.0,-5434.0
14042,-19963.0,-3417.0
14043,-15656.0,-2918.0
14044,-14166.0,-4631.0
14045,-12754.0,-6332.0
14046,-12593.0,-5583.0
14047,-15340.0,-4917.0
14048,-17899.0,-6178.0
14049,-14011.0,-2106.0
14050,-16685.0,-4839.0
14051,-16556.0,-5369.0
14052,-9943.0,-4318.0
14053,-13350.0,-4405.0
14054,-16323.0,-3815.0
14055,-14805.0,-5531.0
14056,-15770.0,-5101.0
14057,-15396.0,-2041.0
14058,-16678.0,-3583.0
14059,-15276.0,-6335.0
14060,-18555.0,-4861.0
14061,-14308.0,-4621.0
14062,-13257.0,-6549.0
14063,-13975.0,-4107.0
14064,-16147.0,-3427.0
14065,-17654.0,-4307.0
14066,-13693.0,-3614.0
14067,-12644.0,-4676.0
14068,-13688.0,-4104.0
14069,-11743.0,-4654.0
14070,-12791.0,-4372.0
14071,-12305.0,-4517.0
